show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,total_views,unique_viewers,avg_watch_time_minutes,completion_rate,likes,shares,avg_rating_by_users,watch_sessions,stickiness_score,subscription_uplift_rate,favored_device,first_content_for_new_users_flag,peak_viewing_hour,peak_viewing_region
s232,Movie,Haunted Nights 232,Fatima Khan,"Actor 232, Actress 232",Canada,2020-07-23,2004,PG,90 min,Comedy,Sample description 232,45273,296659,87.4,0.38,40434,8250,4.0,78745,0.57,0.05,Tablet,1,6,United Kingdom
s233,Movie,Cooking Master 233,Carlos Vega,"Actor 233, Actress 233",Japan,2021-04-17,2002,PG-13,2 Season(s),Comedy,Sample description 233,346812,96976,115.9,0.97,3114,779,3.6,95207,0.18,0.02,TV,0,19,United States
s234,Movie,Cooking Master 234,Fatima Khan,"Actor 234, Actress 234",India,2023-07-03,2010,R,68 min,Action,Sample description 234,23310,24314,89.9,0.86,43417,8391,2.8,55486,0.27,0.06,Tablet,0,18,United States
s235,Movie,Love in Paris 235,Li Wei,"Actor 235, Actress 235",India,2023-12-24,2001,TV-14,4 Season(s),Drama,Sample description 235,267035,154106,84.1,0.59,34057,534,4.8,45837,0.42,0.11,Tablet,1,17,United States
s236,Movie,Wildlife Tales 236,John Smith,"Actor 236, Actress 236",India,2023-09-22,2014,TV-MA,99 min,Documentary,Sample description 236,30951,106172,78.0,0.65,23402,2095,4.7,69235,0.42,0.14,PC,0,13,Japan
s237,TV Show,Cooking Master 237,Li Wei,"Actor 237, Actress 237",India,2023-07-17,2023,PG-13,2 Season(s),Documentary,Sample description 237,125939,257140,64.6,0.91,36612,608,1.0,93932,0.74,0.16,Mobile,0,6,United States
s238,TV Show,The Great Escape 238,Carlos Vega,"Actor 238, Actress 238",United States,2021-01-14,2015,TV-MA,65 min,Horror,Sample description 238,382522,119358,104.0,0.32,19545,5136,2.8,20986,0.27,0.09,PC,0,20,United Kingdom
s239,Movie,Space Adventure 239,Fatima Khan,"Actor 239, Actress 239",Canada,2021-05-02,2003,PG,2 Season(s),Romance,Sample description 239,151063,175664,67.2,0.57,1831,9713,3.0,35045,0.15,0.28,TV,1,3,United States
s240,Movie,Love in Paris 240,John Smith,"Actor 240, Actress 240",United Kingdom,2023-12-12,2013,TV-MA,4 Season(s),Comedy,Sample description 240,469531,92139,75.7,0.58,49366,8309,1.3,46506,0.67,0.04,TV,0,23,Canada
s241,Movie,Wildlife Tales 241,John Smith,"Actor 241, Actress 241",Canada,2021-05-22,2008,TV-14,101 min,Documentary,Sample description 241,417577,194492,100.5,0.88,47506,1096,3.4,77063,0.67,0.06,PC,0,19,United Kingdom
s242,Movie,Wildlife Tales 242,Carlos Vega,"Actor 242, Actress 242",Canada,2023-06-13,2008,TV-14,114 min,Drama,Sample description 242,460368,232417,43.6,0.3,10739,7701,3.9,84266,0.13,0.05,TV,0,6,United States
s243,Movie,The Great Escape 243,Li Wei,"Actor 243, Actress 243",United Kingdom,2022-03-01,2020,TV-14,103 min,Horror,Sample description 243,258935,54768,80.4,0.36,17438,3690,2.8,20042,0.34,0.18,TV,1,6,India
s244,TV Show,Space Adventure 244,Li Wei,"Actor 244, Actress 244",Canada,2023-12-02,2021,TV-MA,74 min,Action,Sample description 244,62420,55427,91.4,0.87,43065,8408,4.5,64727,0.7,0.11,Tablet,1,13,United States
s245,TV Show,Haunted Nights 245,John Smith,"Actor 245, Actress 245",India,2021-11-01,2004,TV-MA,2 Season(s),Documentary,Sample description 245,387852,85387,40.8,0.6,39401,2732,3.2,20832,0.83,0.15,Tablet,0,7,Japan
s246,Movie,Love in Paris 246,John Smith,"Actor 246, Actress 246",Japan,2021-03-19,2008,TV-MA,3 Season(s),Drama,Sample description 246,448033,68173,109.8,0.74,40654,808,2.5,67552,0.72,0.15,Mobile,0,18,Japan
s247,Movie,Cooking Master 247,Carlos Vega,"Actor 247, Actress 247",India,2023-08-07,2003,PG-13,2 Season(s),Drama,Sample description 247,317591,241516,119.4,0.71,38836,1972,4.1,61069,0.2,0.19,TV,1,17,India
s248,TV Show,Haunted Nights 248,John Smith,"Actor 248, Actress 248",United States,2020-12-26,2023,PG,76 min,Horror,Sample description 248,268637,289164,84.1,0.57,8038,2206,2.4,72138,0.24,0.06,TV,0,19,Japan
s249,Movie,Wildlife Tales 249,John Smith,"Actor 249, Actress 249",Japan,2020-05-18,2000,TV-MA,132 min,Romance,Sample description 249,23912,90836,64.5,0.92,16932,4912,4.7,37390,0.88,0.02,PC,1,20,Japan
s250,Movie,Cooking Master 250,Fatima Khan,"Actor 250, Actress 250",Japan,2022-12-19,2012,TV-MA,3 Season(s),Drama,Sample description 250,223360,259669,52.6,0.62,4105,6664,4.1,82613,0.64,0.2,Mobile,0,13,Canada
s251,Movie,Cooking Master 251,Fatima Khan,"Actor 251, Actress 251",Japan,2021-02-25,2012,PG-13,65 min,Drama,Sample description 251,118405,209515,46.9,0.6,47870,4005,2.3,92388,0.31,0.06,Mobile,0,11,India
s252,TV Show,The Great Escape 252,Fatima Khan,"Actor 252, Actress 252",Canada,2020-02-23,2008,PG,4 Season(s),Romance,Sample description 252,349056,259436,103.3,0.8,30809,4762,2.2,36112,0.13,0.15,PC,0,10,Canada
s253,TV Show,Space Adventure 253,Fatima Khan,"Actor 253, Actress 253",India,2020-12-15,2005,R,147 min,Horror,Sample description 253,120156,163192,77.3,0.85,23012,8457,2.3,77118,0.86,0.11,TV,0,16,India
s254,TV Show,Wildlife Tales 254,Jane Doe,"Actor 254, Actress 254",United Kingdom,2022-10-07,2002,TV-14,71 min,Comedy,Sample description 254,114490,135664,51.4,0.78,20393,5891,2.7,76680,0.62,0.22,Tablet,0,9,India
s255,Movie,Space Adventure 255,Jane Doe,"Actor 255, Actress 255",Japan,2021-11-07,2015,TV-14,108 min,Drama,Sample description 255,321513,158801,66.8,0.41,6065,1231,2.9,8824,0.65,0.04,Tablet,0,13,United States
s256,TV Show,Wildlife Tales 256,Fatima Khan,"Actor 256, Actress 256",United States,2020-03-08,2014,PG-13,4 Season(s),Drama,Sample description 256,193649,223790,72.1,0.62,4009,1436,4.8,52290,0.65,0.18,TV,0,3,India
s257,Movie,Space Adventure 257,Carlos Vega,"Actor 257, Actress 257",Canada,2020-10-06,2011,PG-13,3 Season(s),Comedy,Sample description 257,290264,56698,108.5,0.73,49853,3128,3.1,79492,0.54,0.29,Tablet,1,3,United Kingdom
s258,Movie,Haunted Nights 258,Jane Doe,"Actor 258, Actress 258",United Kingdom,2021-09-19,2007,TV-14,81 min,Horror,Sample description 258,311435,45119,56.5,0.92,22239,6861,4.0,49514,0.52,0.29,TV,0,3,United Kingdom
s259,Movie,Love in Paris 259,Li Wei,"Actor 259, Actress 259",United States,2020-03-04,2022,PG,2 Season(s),Drama,Sample description 259,290953,88063,107.3,0.61,1810,1437,1.1,79002,0.86,0.29,Tablet,0,18,Japan
s260,Movie,The Great Escape 260,Fatima Khan,"Actor 260, Actress 260",Canada,2023-07-05,2002,TV-14,1 Season(s),Horror,Sample description 260,319867,125574,51.0,0.52,23294,4125,2.0,2177,0.12,0.2,TV,1,16,United Kingdom
s261,Movie,The Great Escape 261,Jane Doe,"Actor 261, Actress 261",Japan,2020-01-02,2022,PG,85 min,Horror,Sample description 261,438403,132477,36.6,0.88,13397,8841,3.5,88042,0.19,0.06,Mobile,1,1,India
s262,Movie,Cooking Master 262,Li Wei,"Actor 262, Actress 262",Canada,2020-08-09,2014,PG,5 Season(s),Comedy,Sample description 262,218859,67673,56.0,0.48,12587,8659,1.3,78906,0.8,0.27,PC,1,17,Canada
s263,Movie,Wildlife Tales 263,Li Wei,"Actor 263, Actress 263",Japan,2021-10-18,2010,PG-13,2 Season(s),Documentary,Sample description 263,111679,183022,75.0,0.51,19797,5137,2.0,26658,0.63,0.29,PC,0,13,Japan
s264,Movie,Love in Paris 264,Carlos Vega,"Actor 264, Actress 264",United States,2021-03-15,2014,R,140 min,Romance,Sample description 264,199913,136191,75.4,0.61,47029,2932,1.6,27571,0.78,0.08,Mobile,0,3,United Kingdom
s265,TV Show,Space Adventure 265,John Smith,"Actor 265, Actress 265",Japan,2022-12-18,2013,TV-14,4 Season(s),Documentary,Sample description 265,370618,135219,43.1,0.53,39008,9838,3.0,41090,0.8,0.09,Mobile,0,19,United Kingdom
s266,Movie,Haunted Nights 266,Carlos Vega,"Actor 266, Actress 266",United Kingdom,2021-01-24,2009,PG-13,97 min,Romance,Sample description 266,19107,98713,68.1,0.91,4215,4137,4.7,11469,0.4,0.18,Tablet,0,8,Japan
s267,Movie,Cooking Master 267,Fatima Khan,"Actor 267, Actress 267",United States,2023-05-01,2003,PG,2 Season(s),Drama,Sample description 267,199813,186033,93.0,0.3,43628,8873,2.0,93080,0.76,0.21,PC,1,6,Japan
s268,Movie,Haunted Nights 268,Jane Doe,"Actor 268, Actress 268",United States,2022-02-06,2018,PG,1 Season(s),Documentary,Sample description 268,216260,188670,80.1,0.93,17399,1125,1.3,14591,0.9,0.06,TV,0,20,United Kingdom
s269,Movie,Love in Paris 269,John Smith,"Actor 269, Actress 269",United States,2023-01-04,2007,PG,86 min,Action,Sample description 269,75231,247988,70.9,0.67,17130,5967,2.0,23462,0.14,0.09,Tablet,1,0,India
s270,Movie,Space Adventure 270,Carlos Vega,"Actor 270, Actress 270",India,2022-09-06,2012,PG-13,3 Season(s),Horror,Sample description 270,231680,194831,119.2,0.4,12243,6516,1.1,97183,0.37,0.26,Mobile,1,12,India
s271,Movie,Cooking Master 271,Fatima Khan,"Actor 271, Actress 271",India,2020-07-22,2017,R,2 Season(s),Action,Sample description 271,351932,65799,83.1,0.81,36086,9329,2.7,30213,0.52,0.27,Tablet,0,19,United States
s272,Movie,Space Adventure 272,Jane Doe,"Actor 272, Actress 272",United States,2021-02-11,2005,PG-13,4 Season(s),Romance,Sample description 272,203317,221271,92.5,0.71,10708,5988,1.4,70339,0.36,0.07,Tablet,0,6,United Kingdom
s273,Movie,Haunted Nights 273,Li Wei,"Actor 273, Actress 273",United States,2020-10-24,2017,TV-MA,3 Season(s),Romance,Sample description 273,216079,174464,86.7,0.42,28588,5947,1.7,96787,0.29,0.01,TV,1,9,Japan
s274,TV Show,Wildlife Tales 274,Fatima Khan,"Actor 274, Actress 274",Canada,2021-02-13,2003,R,2 Season(s),Romance,Sample description 274,428208,140412,76.0,0.45,15960,6931,4.8,59181,0.83,0.0,Tablet,1,19,Canada
s275,TV Show,Haunted Nights 275,Jane Doe,"Actor 275, Actress 275",United Kingdom,2023-08-14,2007,PG-13,5 Season(s),Documentary,Sample description 275,305938,28402,100.1,0.67,12231,2044,4.8,78596,0.32,0.13,TV,0,6,United Kingdom
s276,TV Show,Space Adventure 276,Carlos Vega,"Actor 276, Actress 276",India,2023-08-13,2018,R,2 Season(s),Documentary,Sample description 276,251247,184681,39.1,0.61,15913,6760,1.5,53657,0.89,0.13,Mobile,1,12,United Kingdom
s277,Movie,The Great Escape 277,Jane Doe,"Actor 277, Actress 277",India,2022-03-04,2020,TV-14,2 Season(s),Documentary,Sample description 277,338864,192938,80.8,0.53,12305,3283,1.2,47214,0.65,0.3,Tablet,1,19,Canada
s278,Movie,Space Adventure 278,Jane Doe,"Actor 278, Actress 278",Japan,2020-02-15,2010,TV-MA,1 Season(s),Drama,Sample description 278,468361,50968,86.2,0.96,33138,9289,4.4,68340,0.54,0.01,Tablet,0,15,United States
s279,Movie,Wildlife Tales 279,John Smith,"Actor 279, Actress 279",Canada,2021-08-20,2021,PG-13,3 Season(s),Horror,Sample description 279,226274,9232,59.9,0.88,26726,6381,4.4,26583,0.25,0.2,TV,0,10,Canada
s280,Movie,Wildlife Tales 280,Carlos Vega,"Actor 280, Actress 280",United States,2022-07-08,2008,PG,3 Season(s),Comedy,Sample description 280,454394,237869,57.9,0.5,23520,704,4.4,81373,0.76,0.28,Mobile,0,7,United States
s281,Movie,Haunted Nights 281,Carlos Vega,"Actor 281, Actress 281",Japan,2021-10-07,2015,R,61 min,Comedy,Sample description 281,36910,299514,71.3,0.52,35193,2982,3.5,52261,0.72,0.07,TV,1,10,Japan
s282,TV Show,Cooking Master 282,Fatima Khan,"Actor 282, Actress 282",United States,2022-04-04,2015,R,60 min,Drama,Sample description 282,417318,159334,98.2,0.4,29980,524,2.5,34817,0.34,0.29,Tablet,0,22,Japan
s283,TV Show,Cooking Master 283,Carlos Vega,"Actor 283, Actress 283",India,2022-09-20,2016,R,4 Season(s),Horror,Sample description 283,393461,283465,113.6,0.76,2469,9602,1.5,20739,0.62,0.02,TV,0,23,Japan
s284,Movie,Haunted Nights 284,Jane Doe,"Actor 284, Actress 284",Canada,2022-12-15,2016,R,99 min,Horror,Sample description 284,212616,88001,52.7,0.85,37001,3168,4.5,54341,0.55,0.26,TV,1,0,Canada
s285,Movie,Haunted Nights 285,Fatima Khan,"Actor 285, Actress 285",India,2020-04-13,2007,TV-MA,112 min,Drama,Sample description 285,489201,186679,63.4,0.95,22758,7575,2.5,50708,0.12,0.17,PC,1,23,Japan
s286,TV Show,Cooking Master 286,John Smith,"Actor 286, Actress 286",Canada,2020-01-15,2023,PG,1 Season(s),Romance,Sample description 286,273022,245308,110.7,0.93,42363,3441,3.2,63211,0.58,0.12,Tablet,0,20,Canada
s287,TV Show,Wildlife Tales 287,Fatima Khan,"Actor 287, Actress 287",United States,2021-10-12,2010,TV-MA,90 min,Drama,Sample description 287,225841,65290,51.9,0.81,15404,9620,2.0,71164,0.33,0.04,TV,1,21,United States
s288,TV Show,Cooking Master 288,Fatima Khan,"Actor 288, Actress 288",India,2023-06-19,2003,PG-13,2 Season(s),Romance,Sample description 288,120580,202941,30.3,0.93,10152,9508,2.8,88731,0.34,0.2,PC,1,20,Canada
s289,TV Show,Love in Paris 289,John Smith,"Actor 289, Actress 289",United Kingdom,2020-12-17,2012,TV-14,3 Season(s),Action,Sample description 289,15228,163079,40.8,0.46,34941,352,3.8,39509,0.69,0.01,Tablet,1,15,India
s290,TV Show,Cooking Master 290,Fatima Khan,"Actor 290, Actress 290",United States,2022-03-15,2023,PG,145 min,Action,Sample description 290,497092,197821,85.1,0.3,44032,3365,2.0,97946,0.49,0.25,PC,1,17,United States
s291,Movie,The Great Escape 291,John Smith,"Actor 291, Actress 291",United Kingdom,2022-05-08,2016,PG-13,3 Season(s),Comedy,Sample description 291,10373,283870,87.3,0.84,8721,4746,1.7,70759,0.12,0.24,Tablet,1,20,United Kingdom
s292,TV Show,The Great Escape 292,Fatima Khan,"Actor 292, Actress 292",United States,2020-06-23,2007,PG-13,1 Season(s),Drama,Sample description 292,234519,75702,87.4,0.68,47193,9486,4.1,78606,0.88,0.06,PC,0,2,United States
s293,TV Show,Cooking Master 293,Fatima Khan,"Actor 293, Actress 293",India,2021-06-02,2003,R,2 Season(s),Romance,Sample description 293,155277,232457,110.5,0.4,9146,3251,3.8,94080,0.25,0.08,PC,1,23,India
s294,TV Show,Space Adventure 294,Li Wei,"Actor 294, Actress 294",United Kingdom,2022-04-03,2019,PG,147 min,Drama,Sample description 294,137292,219307,50.4,0.78,24422,9738,4.8,82884,0.79,0.23,Tablet,1,10,United Kingdom
s295,Movie,Haunted Nights 295,Fatima Khan,"Actor 295, Actress 295",Canada,2021-11-04,2004,PG-13,5 Season(s),Comedy,Sample description 295,398604,125785,32.7,0.66,12367,1285,3.2,99271,0.18,0.06,Tablet,0,7,United States
s296,Movie,Haunted Nights 296,Carlos Vega,"Actor 296, Actress 296",Japan,2022-10-05,2005,PG-13,1 Season(s),Documentary,Sample description 296,73109,95119,80.6,0.51,8905,6365,4.9,85164,0.13,0.15,Tablet,0,21,India
s297,Movie,Love in Paris 297,Carlos Vega,"Actor 297, Actress 297",Japan,2021-07-28,2003,R,148 min,Drama,Sample description 297,425829,294238,84.8,0.38,37835,2201,3.8,78909,0.58,0.2,Tablet,1,4,United Kingdom
s298,TV Show,The Great Escape 298,Li Wei,"Actor 298, Actress 298",United States,2022-06-10,2018,TV-MA,72 min,Action,Sample description 298,493656,177233,48.6,0.39,23687,8477,4.3,99447,0.54,0.25,PC,0,0,United Kingdom
s299,TV Show,Cooking Master 299,Li Wei,"Actor 299, Actress 299",United Kingdom,2022-04-16,2019,R,2 Season(s),Action,Sample description 299,363817,6762,40.5,0.47,4062,5692,2.5,81216,0.6,0.27,TV,0,7,Canada
s300,TV Show,The Great Escape 300,Fatima Khan,"Actor 300, Actress 300",Canada,2021-03-03,2012,TV-MA,108 min,Drama,Sample description 300,42063,15816,63.3,0.62,37745,9609,2.2,50713,0.2,0.18,Tablet,1,20,India
s301,Movie,Haunted Nights 301,Jane Doe,"Actor 301, Actress 301",Canada,2020-06-12,2008,PG,150 min,Action,Sample description 301,474349,263967,38.9,0.39,42050,3717,3.1,3895,0.49,0.09,Tablet,1,11,United States
s302,Movie,Cooking Master 302,John Smith,"Actor 302, Actress 302",India,2020-04-13,2010,TV-MA,1 Season(s),Action,Sample description 302,98699,207014,43.5,0.58,7131,8158,1.1,83660,0.48,0.1,PC,0,7,Canada
s303,TV Show,Wildlife Tales 303,Li Wei,"Actor 303, Actress 303",Canada,2023-09-24,2000,TV-14,4 Season(s),Action,Sample description 303,127559,20131,92.8,0.88,2628,3153,3.8,40679,0.85,0.02,TV,1,5,Canada
s304,Movie,Haunted Nights 304,Fatima Khan,"Actor 304, Actress 304",United Kingdom,2021-10-16,2011,R,4 Season(s),Action,Sample description 304,254690,222902,81.1,0.49,41430,2643,2.6,12282,0.86,0.12,Tablet,1,9,United States
s305,Movie,The Great Escape 305,Jane Doe,"Actor 305, Actress 305",United Kingdom,2020-06-02,2023,R,2 Season(s),Documentary,Sample description 305,306241,220219,95.2,0.73,24207,4009,3.5,26529,0.6,0.02,TV,1,3,United States
s306,Movie,The Great Escape 306,John Smith,"Actor 306, Actress 306",Japan,2021-04-18,2022,PG,145 min,Romance,Sample description 306,280659,66295,70.3,0.4,31210,8164,2.0,92815,0.29,0.16,Mobile,1,17,United States
s307,Movie,Cooking Master 307,Fatima Khan,"Actor 307, Actress 307",United States,2021-06-28,2013,R,149 min,Comedy,Sample description 307,173256,125136,98.5,0.34,12972,585,2.6,36539,0.49,0.03,TV,0,7,Japan
s308,TV Show,Space Adventure 308,John Smith,"Actor 308, Actress 308",India,2020-08-05,2015,TV-MA,1 Season(s),Horror,Sample description 308,100972,244035,80.2,0.89,32840,1701,2.3,56708,0.58,0.16,Tablet,1,22,Japan
s309,Movie,Haunted Nights 309,Carlos Vega,"Actor 309, Actress 309",United States,2022-05-08,2001,TV-MA,146 min,Drama,Sample description 309,471256,147992,97.4,0.65,13640,108,2.2,92407,0.62,0.06,TV,0,11,United States
s310,Movie,Haunted Nights 310,Carlos Vega,"Actor 310, Actress 310",United Kingdom,2022-06-18,2020,R,64 min,Horror,Sample description 310,28071,276347,111.3,0.63,27204,9407,3.7,54538,0.32,0.08,Mobile,0,0,United Kingdom
s311,TV Show,The Great Escape 311,Jane Doe,"Actor 311, Actress 311",Japan,2020-09-03,2007,TV-MA,90 min,Drama,Sample description 311,192014,179597,68.0,0.83,46636,2043,2.5,25072,0.45,0.13,PC,0,11,India
s312,Movie,Haunted Nights 312,Carlos Vega,"Actor 312, Actress 312",India,2020-01-16,2004,PG,3 Season(s),Documentary,Sample description 312,359894,254094,117.2,0.36,29789,4698,1.7,23623,0.57,0.09,TV,0,15,India
s313,Movie,Haunted Nights 313,Carlos Vega,"Actor 313, Actress 313",Japan,2021-06-08,2013,TV-MA,62 min,Horror,Sample description 313,160462,162105,58.7,0.96,2884,682,3.5,97329,0.33,0.29,Mobile,0,8,Canada
s314,Movie,The Great Escape 314,Li Wei,"Actor 314, Actress 314",Japan,2021-04-06,2005,R,96 min,Comedy,Sample description 314,315011,18843,47.9,0.95,23471,4744,3.6,64833,0.4,0.18,PC,1,9,Canada
s315,TV Show,Space Adventure 315,Jane Doe,"Actor 315, Actress 315",Japan,2021-05-24,2015,R,3 Season(s),Action,Sample description 315,28723,11910,82.2,0.62,8076,1774,3.9,92208,0.5,0.14,TV,1,20,United Kingdom
s316,TV Show,The Great Escape 316,Fatima Khan,"Actor 316, Actress 316",Canada,2023-09-26,2011,TV-MA,90 min,Romance,Sample description 316,418691,105098,58.6,0.76,26839,4817,1.6,19446,0.43,0.09,PC,1,4,Japan
s317,Movie,The Great Escape 317,Carlos Vega,"Actor 317, Actress 317",United Kingdom,2022-12-25,2010,PG-13,141 min,Comedy,Sample description 317,95245,21501,80.9,0.73,15469,725,2.8,17880,0.51,0.19,Mobile,0,3,United Kingdom
s318,TV Show,The Great Escape 318,Carlos Vega,"Actor 318, Actress 318",India,2022-01-21,2009,PG-13,134 min,Horror,Sample description 318,129773,184781,74.1,0.51,29804,1718,4.5,79380,0.49,0.08,TV,1,10,Japan
s319,Movie,Haunted Nights 319,Li Wei,"Actor 319, Actress 319",Japan,2023-11-19,2016,R,137 min,Comedy,Sample description 319,183244,175421,77.6,0.93,25124,3683,4.4,73593,0.86,0.24,PC,1,4,United Kingdom
s320,Movie,The Great Escape 320,Carlos Vega,"Actor 320, Actress 320",India,2022-05-03,2017,TV-14,1 Season(s),Documentary,Sample description 320,454425,103378,87.9,0.79,28213,5345,4.3,3933,0.13,0.14,Mobile,0,6,United States
s321,Movie,The Great Escape 321,Fatima Khan,"Actor 321, Actress 321",Canada,2022-02-14,2004,PG-13,4 Season(s),Drama,Sample description 321,247532,111119,43.3,0.59,2220,473,2.7,69895,0.82,0.15,Mobile,0,4,United States
s322,Movie,Cooking Master 322,Li Wei,"Actor 322, Actress 322",United States,2020-10-05,2011,PG,113 min,Comedy,Sample description 322,159431,146308,61.0,0.79,35731,4216,2.4,15588,0.5,0.28,TV,1,10,Japan
s323,Movie,Wildlife Tales 323,Carlos Vega,"Actor 323, Actress 323",United States,2022-11-22,2018,PG,5 Season(s),Romance,Sample description 323,341309,44236,101.2,0.79,19721,5778,3.9,25660,0.6,0.07,Tablet,0,7,Canada
s324,Movie,Haunted Nights 324,Jane Doe,"Actor 324, Actress 324",Japan,2023-12-16,2011,PG,127 min,Drama,Sample description 324,23243,28863,37.5,0.49,31555,547,1.8,24889,0.23,0.25,PC,1,15,Japan
s325,Movie,Love in Paris 325,Carlos Vega,"Actor 325, Actress 325",United States,2021-09-20,2006,TV-MA,5 Season(s),Horror,Sample description 325,183962,191426,46.8,0.38,46385,4740,2.2,29036,0.57,0.16,TV,0,10,Canada
s326,TV Show,Wildlife Tales 326,Carlos Vega,"Actor 326, Actress 326",United Kingdom,2021-07-02,2023,R,1 Season(s),Drama,Sample description 326,434299,201780,32.5,0.53,15585,2418,2.7,69450,0.52,0.02,PC,1,20,United States
s327,TV Show,Wildlife Tales 327,Fatima Khan,"Actor 327, Actress 327",Japan,2023-07-28,2009,TV-MA,4 Season(s),Comedy,Sample description 327,490616,213727,49.8,0.65,3217,8038,4.6,99517,0.78,0.21,PC,0,7,Canada
s328,Movie,Space Adventure 328,Carlos Vega,"Actor 328, Actress 328",United Kingdom,2022-06-11,2013,TV-14,113 min,Documentary,Sample description 328,353693,270482,47.3,0.56,5047,6415,1.4,29224,0.53,0.11,Mobile,1,13,United States
s329,Movie,Space Adventure 329,John Smith,"Actor 329, Actress 329",Japan,2021-05-11,2006,PG,97 min,Action,Sample description 329,450173,96406,64.0,0.39,38936,231,4.2,13838,0.46,0.19,PC,1,2,United Kingdom
s330,TV Show,The Great Escape 330,Li Wei,"Actor 330, Actress 330",United Kingdom,2021-06-10,2023,R,5 Season(s),Horror,Sample description 330,486890,247985,114.9,0.77,24146,2615,4.0,56994,0.35,0.01,PC,0,3,United States
s331,Movie,Haunted Nights 331,Jane Doe,"Actor 331, Actress 331",Japan,2021-06-15,2016,TV-MA,139 min,Comedy,Sample description 331,432517,68044,112.4,0.62,30494,5701,2.7,97322,0.13,0.29,TV,0,13,United States
s332,TV Show,Love in Paris 332,Fatima Khan,"Actor 332, Actress 332",Canada,2023-08-25,2005,TV-MA,5 Season(s),Romance,Sample description 332,246623,40608,112.9,0.31,11830,7154,1.2,70384,0.44,0.24,Mobile,1,23,United States
s333,Movie,Space Adventure 333,Jane Doe,"Actor 333, Actress 333",United Kingdom,2021-09-15,2023,PG,74 min,Action,Sample description 333,446935,162683,38.2,0.52,12674,4834,1.1,79967,0.39,0.19,TV,1,21,Japan
s334,TV Show,Love in Paris 334,Jane Doe,"Actor 334, Actress 334",Japan,2021-12-24,2023,TV-MA,4 Season(s),Horror,Sample description 334,278816,279055,55.2,0.46,8067,5956,2.8,41452,0.66,0.0,PC,1,10,India
s335,Movie,Wildlife Tales 335,John Smith,"Actor 335, Actress 335",Japan,2020-10-28,2000,PG-13,101 min,Horror,Sample description 335,129574,77984,49.3,0.61,43625,7377,2.9,79711,0.6,0.02,Mobile,1,23,India
s336,TV Show,The Great Escape 336,Fatima Khan,"Actor 336, Actress 336",United Kingdom,2022-03-28,2013,PG-13,76 min,Action,Sample description 336,228475,184626,44.7,0.54,3796,9395,4.0,48725,0.86,0.11,Mobile,1,19,India
s337,Movie,Cooking Master 337,Fatima Khan,"Actor 337, Actress 337",India,2021-03-26,2008,TV-MA,142 min,Drama,Sample description 337,313626,295659,65.3,0.85,29458,6766,4.6,91711,0.57,0.29,Mobile,1,2,United States
s338,Movie,Cooking Master 338,John Smith,"Actor 338, Actress 338",India,2023-07-24,2002,TV-14,140 min,Drama,Sample description 338,216375,267071,56.1,0.92,5795,3573,3.9,63036,0.6,0.22,TV,1,8,United Kingdom
s339,TV Show,Love in Paris 339,Li Wei,"Actor 339, Actress 339",Canada,2021-07-01,2005,TV-14,5 Season(s),Documentary,Sample description 339,229494,72420,83.2,0.86,45988,3695,2.8,85807,0.63,0.03,Mobile,1,18,India
s340,Movie,Cooking Master 340,John Smith,"Actor 340, Actress 340",Japan,2023-07-11,2023,R,1 Season(s),Comedy,Sample description 340,150016,202359,118.1,0.57,42003,969,1.5,8527,0.36,0.2,Tablet,1,4,Japan
s341,Movie,Wildlife Tales 341,Jane Doe,"Actor 341, Actress 341",Canada,2020-08-18,2019,TV-14,5 Season(s),Horror,Sample description 341,104571,22113,66.8,0.43,28497,2192,4.2,79706,0.21,0.02,TV,1,1,Japan
s342,TV Show,The Great Escape 342,John Smith,"Actor 342, Actress 342",United Kingdom,2023-10-24,2005,TV-14,76 min,Action,Sample description 342,178102,235090,90.8,0.66,39813,998,2.2,7036,0.11,0.2,Tablet,0,1,United States
s343,Movie,Cooking Master 343,John Smith,"Actor 343, Actress 343",India,2022-08-04,2001,R,129 min,Drama,Sample description 343,21372,256816,95.4,0.42,47110,5623,4.7,42499,0.26,0.16,TV,0,20,United Kingdom
s344,Movie,Space Adventure 344,Li Wei,"Actor 344, Actress 344",United States,2020-09-28,2002,TV-14,89 min,Action,Sample description 344,354108,236119,48.2,0.42,37444,2816,2.5,52700,0.76,0.2,PC,0,3,Japan
s345,Movie,The Great Escape 345,John Smith,"Actor 345, Actress 345",United States,2022-04-10,2007,PG,118 min,Drama,Sample description 345,85174,233231,64.0,0.88,44949,3510,2.7,93324,0.32,0.1,TV,1,0,India
s346,TV Show,Cooking Master 346,Fatima Khan,"Actor 346, Actress 346",United Kingdom,2021-02-02,2008,PG-13,65 min,Romance,Sample description 346,348376,128771,55.7,0.66,37956,3297,2.9,95915,0.41,0.13,Mobile,0,10,Canada
s347,TV Show,The Great Escape 347,John Smith,"Actor 347, Actress 347",Canada,2023-04-14,2014,PG,4 Season(s),Romance,Sample description 347,378823,209805,85.9,0.85,36427,1866,1.7,80857,0.19,0.08,Tablet,1,3,United States
s348,Movie,Wildlife Tales 348,Li Wei,"Actor 348, Actress 348",United Kingdom,2022-11-11,2015,R,97 min,Horror,Sample description 348,488985,148420,85.2,0.75,6170,3645,3.1,77105,0.15,0.15,Mobile,0,12,United Kingdom
